step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51023864746094,67.51023864746094,1,2,1,1,2,0,2,-105.0,70.5,-47.5,192878,0,32,1,0,0,5.0,289292,0.289292,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,6,562500.0,35.439259543980924,20.513920311296747,6,12,6,6,12,0,12,-105.0,70.5,-47.5,192878,1,32,6,1,1,5.0,1735920,2.025212,nan,1.73592,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,168,1,6
4,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,10,562500.0,35.73812934553297,27.180566957037694,12,24,10,8,24,0,18,-105.0,70.5,-47.5,192878,6,32,12,6,9,5.0,2315344,4.340556,nan,2.315344,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,1008,6,8
5,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,14,562500.0,32.93098055310018,19.808400705558096,19,38,14,9,38,0,23,-105.0,70.5,-47.5,192878,11,32,19,9,17,5.0,2605476,6.946032,nan,2.605476,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,1848,11,9
6,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,20,562500.0,39.51410838995921,30.355263837813435,29,58,20,10,58,0,30,-105.0,70.5,-47.5,192878,11,32,29,9,25,5.0,2894768,9.8408,nan,2.894768,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,1848,11,10
7,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,21,562500.0,31.50682567036831,18.43672100994882,36,72,21,12,72,0,33,-105.0,70.5,-47.5,192878,20,32,36,12,35,5.0,3474864,13.315664,nan,3.474864,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,3360,20,12
8,-47.5,57.5,80,40,0,0.0,0.0,0,0.0,57.5,21,548442.1769654022,29.62656822204347,13.463172791740414,40,80,21,14,80,0,35,-105.0,70.5,-47.5,192878,18,32,40,14,39,5.0,4053112,17.368776,nan,4.053112,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,3024,18,14
9,-47.5,57.5,96,48,0,0.0,0.0,0,0.0,57.5,24,537763.4735316252,26.717508476951682,10.844867488053724,48,96,24,13,96,0,37,-105.0,70.5,-47.5,192878,33,32,48,15,46,5.0,3766340,21.135116,nan,3.76634,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,5544,33,13
10,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,22,484511.6930494845,20.189636198896004,6.9583533636817405,55,110,22,15,110,0,37,-105.0,70.5,-47.5,192878,47,32,55,14,51,5.0,4347276,25.482392,nan,4.347276,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,7896,47,15
