step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,60,684,0,0,0
2,120,694,0,0,0
3,176,682,2,0,0
4,236,676,0,0,0
5,288,676,6,0,0
6,343,688,4,0,0
7,397,686,5,0,0
8,443,714,12,0,0
9,487,712,14,0,0
10,538,738,8,0,0
11,522,762,73,0,0
12,509,784,70,0,0
13,524,790,45,0,0
14,539,792,45,0,0
15,534,804,63,0,0
16,539,836,54,0,0
17,544,830,54,0,0
18,548,822,55,0,0
19,551,830,56,0,0
20,563,828,48,0,0
21,563,832,59,0,0
22,570,834,53,0,0
23,568,824,61,0,0
24,576,820,52,0,0
25,564,846,70,0,0
26,535,824,85,0,0
27,536,806,58,0,0
28,537,800,58,0,0
29,511,792,82,0,0
30,525,794,46,0,0
31,520,814,63,0,0
32,517,804,61,0,0
33,506,808,68,0,0
34,516,834,49,0,0
35,525,846,50,0,0
36,522,878,61,0,0
37,511,864,68,0,0
38,527,844,43,0,0
39,541,842,46,0,0
40,555,840,46,0,0
41,558,840,56,0,0
42,560,830,57,0,0
43,558,822,60,0,0
44,558,802,59,0,0
45,558,786,59,0,0
46,567,776,51,0,0
47,564,752,62,0,0
48,561,772,62,0,0
49,550,790,69,0,0
50,541,792,67,0,0
51,498,786,97,0,0
52,505,784,52,0,0
53,508,794,55,0,0
54,511,774,55,0,0
55,526,772,45,0,0
56,496,756,85,0,0
57,485,774,67,0,0
58,495,776,48,0,0
59,479,768,72,0,0
60,480,766,56,0,0
61,464,782,72,0,0
62,483,766,40,0,0
63,477,776,63,0,0
64,500,774,37,0,0
65,487,756,69,0,0
66,502,760,44,0,0
67,487,768,71,8,8
68,495,778,36,8,0
69,455,764,73,28,20
70,444,762,47,32,4
71,424,760,50,36,4
72,410,754,47,40,4
73,382,756,60,48,8
74,384,754,42,60,12
75,364,758,64,124,64
76,365,768,47,260,136
77,370,784,54,432,172
78,374,782,53,564,132
79,403,778,30,676,112
80,436,772,27,784,108
81,454,772,40,880,96
82,482,762,31,976,96
83,497,762,42,1080,104
84,525,750,32,1208,128
85,529,740,54,1360,152
86,543,728,45,1508,148
87,546,730,56,1700,192
88,538,744,66,1900,200
89,540,750,57,2096,196
90,525,770,72,2288,192
91,503,778,78,2476,188
92,502,772,59,2648,172
93,509,764,52,2824,176
94,508,784,59,2996,172
95,516,772,51,3168,172
96,533,778,43,3340,172
97,531,772,60,3516,176
98,538,776,52,3692,176
99,545,766,52,3868,176
100,541,784,62,4052,184
101,526,784,72,4248,196
102,539,786,47,4436,188
103,524,758,72,4628,192
104,528,772,55,4816,188
105,532,788,55,5004,188
106,528,780,62,5188,184
107,542,780,46,5372,184
108,546,776,55,5560,188
109,523,796,79,5748,188
110,520,796,61,5928,180
111,516,766,62,6112,184
112,504,756,68,6288,176
113,509,764,52,6464,176
114,495,766,67,6640,176
115,501,762,50,6808,168
116,499,768,58,6980,172
117,487,742,67,7148,168
118,505,750,39,7304,156
119,482,752,75,7476,172
120,497,752,41,7640,164
121,502,766,51,7812,172
122,505,756,53,7992,180
123,507,756,51,8164,172
124,475,784,83,8336,172
125,491,788,40,8496,160
126,488,774,57,8660,164
127,491,782,53,8840,180
128,488,780,54,9008,168
129,474,836,67,9180,172
130,466,812,64,9340,160
131,468,812,55,9496,156
132,427,814,89,9656,160
133,442,808,39,9780,124
134,433,800,65,9928,148
135,445,824,42,10064,136
136,454,820,46,10208,144
137,458,806,49,10348,140
138,476,812,31,10472,124
139,481,824,46,10612,140
140,485,832,44,10764,152
141,472,808,55,10924,160
142,459,822,61,11092,168
143,458,826,46,11256,164
144,461,814,45,11436,180
145,457,806,52,11612,176
146,442,802,62,11796,184
147,434,798,53,11976,180
148,425,802,61,12132,156
149,426,812,52,12296,164
150,436,812,44,12440,144
151,441,794,48,12584,144
152,437,782,45,12732,148
153,438,764,40,12876,144
154,442,778,42,13024,148
155,436,764,51,13176,152
156,433,770,43,13320,144
157,402,752,73,13464,144
158,384,748,66,13620,156
159,376,754,41,13764,144
160,355,758,48,13912,148
161,348,758,37,14060,148
162,351,764,31,14184,124
163,337,798,52,14316,132
164,333,806,46,14456,140
165,331,822,45,14588,132
166,336,820,41,14700,112
167,329,838,45,14828,128
168,334,836,37,14976,148
169,335,828,30,15076,100
170,337,824,28,15160,84
171,329,854,41,15256,96
172,333,854,27,15344,88
173,333,852,28,15456,112
174,323,846,35,15580,124
175,310,802,37,15720,140
176,290,802,48,15868,148
177,279,802,31,15992,124
178,250,778,47,16136,144
179,247,798,31,16244,108
180,250,772,31,16356,112
181,254,770,30,16476,120
182,260,774,30,16584,108
183,271,762,30,16676,92
184,291,754,21,16760,84
185,302,772,28,16852,92
186,315,778,24,16948,96
187,335,802,19,17016,68
188,352,816,20,17096,80
189,360,848,31,17208,112
190,345,858,46,17336,128
191,346,850,28,17448,112
192,332,842,40,17572,124
193,317,816,44,17724,152
194,299,858,43,17864,140
195,286,830,39,17996,132
196,278,790,40,18116,120
197,270,790,35,18240,124
198,262,818,34,18356,116
199,255,826,35,18484,128
200,256,820,25,18584,100
201,254,864,36,18688,104
202,263,850,24,18784,96
203,269,848,22,18872,88
204,272,846,20,18952,80
205,269,894,27,19052,100
206,257,856,36,19176,124
207,256,864,29,19268,92
208,260,862,28,19352,84
