step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,2,562500.0,19.095183526311757,18.745808637354926,2,4,2,2,4,0,4,-105.0,70.5,-47.5,192878,0,32,2,0,0,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,44.27246105389635,34.88923534702496,4,8,4,4,8,0,8,-105.0,70.5,-47.5,192878,2,32,4,2,2,5.0,1157504,1.736088,nan,1.157504,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,336,2,4
4,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,7,562500.0,47.72646556342961,34.026601477869164,9,18,7,5,18,0,12,-105.0,70.5,-47.5,192878,4,32,9,4,8,5.0,1447132,3.18322,nan,1.447132,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,672,4,5
5,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,8,562500.0,45.69374263787054,33.027774679724864,11,22,8,5,22,0,13,-105.0,70.5,-47.5,192878,8,32,11,5,11,5.0,1447804,4.631024,nan,1.447804,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,1344,8,5
6,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,8,562500.0,45.70409997468015,31.05872534792823,13,26,8,5,26,0,13,-105.0,70.5,-47.5,192878,11,32,13,5,11,5.0,1448308,6.079332,nan,1.448308,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,1848,11,5
7,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,8,562500.0,38.014845004576166,23.963306479984166,14,28,8,6,28,0,14,-105.0,70.5,-47.5,192878,7,32,14,6,14,5.0,1736928,7.81626,nan,1.736928,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1176,7,6
8,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,9,562500.0,42.109250928838996,30.660441856309134,14,28,9,6,28,0,15,-105.0,70.5,-47.5,192878,13,32,14,6,14,5.0,1737936,9.554196,nan,1.737936,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,2184,13,6
9,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,9,562500.0,44.04559941674331,27.71470109702554,15,30,9,6,30,0,15,-105.0,70.5,-47.5,192878,13,32,15,6,14,5.0,1737936,11.292132,nan,1.737936,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,2184,13,6
10,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,12,562500.0,43.87993544513214,38.078056794007395,18,36,12,7,36,0,19,-105.0,70.5,-47.5,192878,28,32,18,7,18,5.0,2029748,13.32188,nan,2.029748,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,4704,28,7
