step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,60,686,0,0,0
2,120,690,0,0,0
3,178,690,1,0,0
4,238,698,0,0,0
5,294,714,3,0,0
6,349,716,4,0,0
7,391,724,15,0,0
8,444,718,6,0,0
9,488,708,14,0,0
10,530,720,16,0,0
11,541,722,49,0,0
12,543,694,57,0,0
13,545,700,57,0,0
14,548,714,56,0,0
15,542,722,64,0,0
16,546,748,55,0,0
17,539,782,65,0,0
18,524,798,72,0,0
19,510,848,71,0,0
20,524,842,46,0,0
21,529,830,54,0,0
22,503,778,81,0,0
23,520,776,43,0,0
24,527,778,52,0,0
25,542,828,45,0,0
26,547,846,54,0,0
27,560,856,47,0,0
28,553,850,65,0,0
29,554,854,58,0,0
30,556,874,57,0,0
31,540,872,73,0,0
32,540,880,59,0,0
33,514,938,82,0,0
34,508,896,63,0,0
35,496,884,69,0,0
36,513,870,43,0,0
37,512,846,59,0,0
38,511,870,59,0,0
39,511,870,58,0,0
40,530,872,41,0,0
41,537,860,52,0,0
42,526,880,68,0,0
43,533,886,52,0,0
44,520,906,70,0,0
45,534,904,46,0,0
46,539,904,54,0,0
47,534,886,63,0,0
48,529,924,63,0,0
49,533,904,55,0,0
50,511,954,78,0,0
51,528,964,43,0,0
52,531,916,55,0,0
53,535,976,54,0,0
54,511,906,80,0,0
55,491,894,76,0,0
56,499,898,50,0,0
57,500,888,57,0,0
58,499,836,59,0,0
59,500,800,57,0,0
60,482,758,74,0,0
61,493,760,47,0,0
62,515,762,38,0,0
63,517,768,56,0,0
64,518,786,57,0,0
65,526,792,51,0,0
66,515,806,68,0,0
67,505,804,67,12,12
68,503,770,59,20,8
69,504,754,57,28,8
70,503,746,59,36,8
71,511,748,51,40,4
72,511,740,58,48,8
73,529,746,42,48,0
74,527,732,60,64,16
75,526,726,59,128,64
76,543,720,43,268,140
77,512,728,86,448,180
78,528,732,44,624,176
79,506,738,78,808,184
80,486,702,76,984,176
81,496,714,49,1148,164
82,496,708,58,1316,168
83,507,724,48,1476,160
84,517,730,49,1640,164
85,517,738,58,1808,168
86,504,740,69,1972,164
87,504,740,58,2140,168
88,524,750,40,2300,160
89,504,746,76,2476,176
90,512,736,51,2648,172
91,502,742,67,2824,176
92,493,738,66,2996,172
93,504,730,48,3156,160
94,497,716,64,3316,160
95,500,718,55,3472,156
96,519,712,41,3636,164
97,509,732,67,3808,172
98,511,738,56,3968,160
99,502,768,66,4136,168
100,522,760,40,4296,160
101,530,760,51,4468,172
102,536,772,53,4648,180
103,542,784,53,4828,180
104,510,764,87,5020,192
105,526,762,44,5196,176
106,524,768,60,5372,176
107,503,760,77,5552,180
108,493,774,67,5724,172
109,483,764,67,5896,172
110,467,738,72,6056,160
111,481,716,45,6204,148
112,495,718,45,6352,148
113,491,734,61,6500,148
114,500,764,49,6660,160
115,504,776,54,6812,152
116,526,782,38,6964,152
117,526,772,58,7132,168
118,534,782,51,7304,172
119,516,748,74,7488,184
120,512,738,62,7672,184
121,528,730,44,7848,176
122,534,724,53,8028,180
123,494,714,94,8212,184
124,512,702,42,8380,168
125,517,814,53,8560,180
126,525,828,51,8732,172
127,532,832,52,8908,176
128,530,852,60,9084,176
129,526,910,62,9268,184
130,522,902,62,9452,184
131,511,886,68,9628,176
132,518,890,51,9800,172
133,487,892,86,9984,184
134,488,842,57,10148,164
135,489,832,57,10312,164
136,491,806,56,10472,160
137,512,810,39,10628,156
138,522,830,49,10792,164
139,540,826,42,10960,168
140,548,832,51,11132,172
141,545,834,61,11312,180
142,533,806,69,11492,180
143,528,808,63,11680,188
144,523,804,63,11868,188
145,500,768,79,12056,188
146,506,790,53,12236,180
147,495,794,68,12412,176
148,513,798,42,12580,168
149,513,790,58,12748,168
150,514,794,57,12912,164
151,506,788,65,13076,164
152,498,754,65,13240,164
153,517,758,40,13400,160
154,499,746,74,13572,172
155,490,742,66,13740,168
156,492,760,56,13900,160
157,493,742,57,14064,164
158,505,744,47,14220,156
159,507,756,56,14380,160
160,509,748,56,14540,160
161,507,788,59,14708,168
162,517,780,49,14872,164
163,491,766,81,15036,164
164,475,748,72,15196,160
165,478,750,55,15352,156
166,484,748,51,15516,164
167,495,742,48,15676,160
168,503,750,50,15836,160
169,512,768,49,16000,164
170,513,814,57,16164,164
171,513,822,58,16332,168
172,514,828,57,16496,164
173,514,838,58,16664,168
174,522,854,51,16836,172
175,527,804,53,17016,180
176,523,796,62,17200,184
177,539,792,44,17376,176
178,544,798,54,17560,184
179,539,804,63,17748,188
180,534,826,63,17936,188
181,519,864,71,18128,192
182,504,856,70,18312,184
183,509,856,52,18488,176
184,521,856,46,18668,180
185,511,882,68,18852,184
186,489,926,77,19032,180
187,481,892,63,19196,164
188,499,882,39,19352,156
189,512,866,43,19520,168
190,517,854,51,19692,172
191,495,848,75,19864,172
192,511,838,43,20036,172
193,499,842,68,20212,176
194,502,838,55,20380,168
195,502,824,58,20548,168
196,500,820,59,20720,172
197,516,806,43,20892,172
198,504,792,67,21064,172
199,509,774,49,21228,164
200,504,796,57,21392,164
201,514,792,45,21568,176
202,501,778,67,21744,176
203,498,776,60,21920,176
204,492,760,58,22100,180
205,489,738,53,22280,180
206,483,736,53,22460,180
207,478,702,52,22636,176
208,470,700,61,22816,180
209,467,690,54,22980,164
210,465,702,55,23144,164
211,451,718,69,23308,164
212,444,704,59,23464,156
213,440,712,53,23620,156
214,447,734,46,23772,152
215,448,750,48,23920,148
216,441,774,57,24056,136
217,449,790,44,24200,144
218,464,812,39,24344,144
219,471,822,48,24484,140
220,481,830,48,24624,140
221,486,826,50,24784,160
222,487,838,56,24944,160
223,498,824,43,25096,152
224,488,850,58,25264,168
225,498,888,40,25424,160
226,489,880,58,25592,168
227,482,874,52,25768,176
228,465,886,62,25944,176
229,462,892,52,26120,176
230,446,874,57,26308,188
231,442,888,51,26480,172
232,438,902,54,26668,188
233,426,898,60,26844,176
234,427,902,49,27008,164
235,420,906,55,27168,160
236,416,872,55,27328,160
237,416,890,47,27468,140
238,430,900,33,27600,132
239,440,898,37,27748,148
240,435,874,50,27892,144
241,448,886,36,28036,144
242,430,866,66,28184,148
243,443,866,37,28332,148
244,452,860,41,28496,164
245,436,882,66,28664,168
246,433,858,52,28836,172
247,434,832,48,28996,160
248,428,838,52,29140,144
249,437,844,34,29276,136
250,440,836,37,29424,148
251,417,844,65,29580,156
252,411,830,50,29744,164
253,408,826,48,29904,160
254,401,812,47,30048,144
255,390,802,58,30212,164
256,393,806,43,30372,160
257,397,804,40,30532,160
258,406,800,35,30672,140
259,398,782,51,30812,140
260,401,778,41,30936,124
261,400,776,47,31080,144
262,399,774,43,31220,140
263,400,792,41,31364,144
264,390,772,52,31508,144
265,397,776,39,31664,156
266,380,770,60,31808,144
267,372,808,53,31940,132
268,384,790,36,32052,112
269,396,804,34,32184,132
270,401,818,42,32320,136
271,415,808,35,32460,140
272,421,802,40,32588,128
273,419,788,40,32716,128
274,414,792,43,32852,136
275,407,794,41,32992,140
276,396,788,45,33140,148
277,375,760,61,33296,156
278,368,764,50,33452,156
279,353,756,59,33596,144
280,354,774,44,33736,140
281,347,776,50,33872,136
282,356,806,37,34008,136
283,376,806,28,34112,104
284,393,806,28,34224,112
285,403,840,35,34332,108
286,412,844,38,34436,104
287,421,810,39,34568,132
288,413,804,50,34704,136
289,417,800,40,34848,144
290,403,820,50,34992,144
291,392,810,44,35136,144
292,384,768,41,35284,148
293,375,764,42,35436,152
294,363,790,45,35580,144
295,345,808,53,35736,156
296,339,776,44,35888,152
297,327,760,45,36040,152
298,316,738,42,36180,140
299,295,742,53,36316,136
300,295,764,32,36436,120
301,301,762,28,36540,104
302,303,798,31,36648,108
303,313,800,24,36744,96
304,321,814,27,36848,104
305,318,808,41,36980,132
306,319,816,39,37104,124
307,334,840,27,37212,108
308,341,822,34,37320,108
309,346,820,33,37436,116
310,356,792,29,37552,116
311,364,780,31,37676,124
312,370,778,36,37796,120
313,373,750,37,37912,116
314,374,734,40,38036,124
315,374,728,38,38172,136
316,366,740,50,38308,136
317,362,734,46,38448,140
318,353,742,48,38584,136
319,349,754,37,38708,124
320,344,750,38,38828,120
321,351,756,30,38940,112
322,349,762,40,39068,128
323,349,776,39,39192,124
324,345,786,39,39320,128
325,347,822,35,39444,124
326,345,844,35,39580,136
327,339,846,39,39720,140
328,335,878,39,39852,132
329,340,940,34,39976,124
330,331,918,44,40100,124
331,337,928,36,40224,124
332,349,942,33,40352,128
333,358,916,36,40472,120
334,363,886,37,40588,116
335,364,888,43,40712,124
336,379,868,27,40820,108
337,390,890,29,40936,116
338,376,886,46,41064,128
339,363,870,44,41200,136
340,361,890,31,41324,124
341,349,868,44,41472,148
342,338,834,40,41624,152
343,321,836,51,41768,144
344,324,856,34,41896,128
345,313,838,45,42044,148
346,309,848,39,42176,132
347,295,804,46,42304,128
348,299,786,34,42420,116
349,295,794,41,42524,104
350,301,796,29,42616,92
351,304,786,32,42712,96
352,318,782,22,42792,80
353,319,786,34,42896,104
354,323,776,35,43000,104
355,329,764,35,43108,108
356,342,798,25,43208,100
357,343,782,35,43328,120
358,351,788,30,43448,120
359,349,784,34,43576,128
360,341,780,42,43700,124
361,336,758,34,43816,116
362,332,762,32,43940,124
363,318,764,35,44060,120
364,306,800,38,44192,132
365,290,802,42,44336,144
366,280,780,40,44460,124
367,278,780,32,44580,120
368,269,786,40,44708,128
369,270,792,31,44828,120
370,266,808,33,44952,124
371,267,792,31,45056,104
372,281,790,23,45148,92
373,299,824,20,45224,76
374,319,832,20,45304,80
375,328,788,25,45404,100
376,314,796,43,45516,112
377,316,794,24,45612,96
378,309,800,32,45732,120
379,298,772,35,45852,120
380,294,782,28,45960,108
381,273,758,45,46080,120
382,265,762,38,46204,124
383,259,768,38,46328,124
384,263,768,29,46444,116
385,245,772,50,46552,108
386,259,768,23,46644,92
387,275,766,21,46728,84
388,284,766,26,46800,72
389,299,768,24,46868,68
390,307,774,28,46952,84
391,310,766,28,47032,80
392,309,794,33,47132,100
393,309,782,32,47236,104
394,318,782,24,47332,96
395,304,774,43,47452,120
396,299,778,33,47572,120
397,298,760,31,47688,116
398,289,764,34,47796,108
399,286,758,30,47912,116
400,282,750,35,48028,116
401,283,746,29,48144,116
402,281,740,34,48268,124
403,269,756,42,48388,120
404,273,732,27,48496,108
405,276,750,28,48604,108
406,276,740,31,48700,96
407,280,730,29,48800,100
408,278,750,33,48888,88
409,285,772,24,48972,84
410,290,792,25,49072,100
411,290,816,29,49176,104
412,297,816,28,49288,112
413,294,838,33,49400,112
414,294,842,32,49516,116
415,297,850,26,49620,104
416,300,842,26,49724,104
417,296,838,27,49832,108
418,292,832,30,49952,120
419,272,816,45,50076,124
420,268,860,35,50180,104
421,263,876,34,50292,112
422,255,858,39,50412,120
423,242,868,43,50520,108
424,254,884,26,50624,104
425,261,936,28,50720,96
426,258,914,31,50812,92
427,265,908,26,50872,60
428,284,906,14,50928,56
429,292,854,27,51008,80
430,309,856,22,51096,88
431,318,842,23,51188,92
432,321,836,29,51292,104
433,322,834,28,51404,112
434,309,798,40,51532,128
435,301,794,38,51656,124
436,283,794,49,51764,108
437,285,794,32,51884,120
438,280,776,28,51996,112
439,264,774,41,52112,116
440,263,788,27,52220,108
441,267,782,25,52320,100
442,252,788,40,52428,108
443,248,808,32,52520,92
444,246,796,29,52608,88
445,251,770,24,52704,96
446,243,736,37,52812,108
447,226,754,45,52920,108
448,233,766,26,52992,72
449,244,766,21,53060,68
450,258,822,18,53132,72
451,271,828,19,53208,76
452,270,844,32,53296,88
453,276,866,23,53372,76
454,281,864,26,53452,80
455,286,844,28,53544,92
456,299,856,26,53632,88
457,297,810,37,53736,104
458,294,802,30,53836,100
459,298,794,31,53940,104
460,295,798,40,54060,120
461,298,784,23,54152,92
462,281,812,47,54272,120
463,282,830,32,54376,104
464,291,848,26,54480,104
465,301,876,25,54580,100
466,309,862,31,54704,124
467,321,848,27,54812,108
468,328,896,29,54908,96
469,323,860,35,55016,108
470,312,848,38,55136,120
471,294,848,44,55236,100
472,288,808,36,55340,104
473,292,790,27,55448,108
474,271,766,50,55572,124
475,250,734,43,55680,108
476,245,734,32,55784,104
477,241,744,32,55896,112
478,239,752,24,55992,96
479,240,744,24,56084,92
480,249,720,21,56164,80
481,249,724,28,56248,84
482,242,714,34,56352,104
483,248,706,23,56444,92
484,247,700,31,56536,92
485,249,712,22,56616,80
486,246,700,28,56704,88
487,244,710,32,56804,100
488,246,714,24,56880,76
489,250,728,29,56968,88
490,262,738,20,57048,80
491,264,754,27,57144,96
492,270,748,23,57236,92
493,272,764,24,57328,92
494,253,772,40,57432,104
495,254,784,23,57512,80
496,261,776,21,57596,84
497,264,776,31,57700,104
498,272,776,23,57792,92
499,262,786,31,57916,124
500,255,800,29,58032,116
501,242,808,36,58144,112
502,245,808,24,58240,96
503,237,780,33,58328,88
504,244,768,23,58412,84
505,243,772,30,58504,92
506,246,750,24,58600,96
507,246,752,30,58716,116
508,240,762,34,58812,96
509,250,756,16,58876,64
510,258,746,16,58940,64
511,258,760,27,59024,84
512,265,776,23,59112,88
513,268,764,25,59204,92
514,251,752,42,59316,112
515,251,758,26,59420,104
516,249,768,27,59520,100
517,254,774,27,59624,104
518,252,762,24,59720,96
519,245,752,30,59812,92
520,244,786,25,59900,88
521,243,774,26,60000,100
522,240,762,28,60100,100
523,238,746,24,60196,96
524,239,758,26,60288,92
525,241,762,22,60376,88
526,231,752,34,60476,100
527,223,756,28,60584,108
528,226,752,19,60660,76
529,218,782,35,60756,96
530,223,772,19,60832,76
531,223,778,21,60916,84
532,220,784,27,61004,88
533,218,794,22,61076,72
534,211,780,28,61164,88
535,201,804,32,61260,96
536,204,788,21,61344,84
537,204,806,27,61416,72
538,213,846,17,61476,60
539,219,856,21,61560,84
540,227,866,18,61632,72
541,230,868,18,61704,72
