step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,1,2,0,0,2,0,0,-105.0,70.5,-47.5,192878,0,32,1,0,0,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,29.390544390382203,20.497989285943564,6,12,2,4,12,0,6,-105.0,70.5,-47.5,192878,0,32,6,0,0,5.0,1157168,1.157168,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
4,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,2,562500.0,49.06171983983017,37.804947861049016,12,24,2,4,24,0,6,-105.0,70.5,-47.5,192878,4,32,12,4,5,5.0,1157840,2.315008,nan,1.15784,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,672,4,4
5,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,6,562500.0,44.14708860055371,22.177328531329785,19,38,6,6,38,0,12,-105.0,70.5,-47.5,192878,8,32,19,6,10,5.0,1737096,4.052104,nan,1.737096,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1344,8,6
6,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,3,562500.0,29.233268943157498,18.01415937258942,29,58,3,9,58,0,12,-105.0,70.5,-47.5,192878,12,32,29,8,21,5.0,2605644,6.657748,nan,2.605644,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,2016,12,9
7,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,3,562500.0,39.28236272227522,18.87910626659913,36,72,3,7,72,0,10,-105.0,70.5,-47.5,192878,21,32,36,13,31,5.0,2028572,8.68632,nan,2.028572,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,3528,21,7
8,-47.5,57.5,80,40,0,0.0,0.0,0,0.0,57.5,3,562500.0,37.83808167662591,21.24027972226843,40,80,3,6,80,0,9,-105.0,70.5,-47.5,192878,24,32,40,12,30,5.0,1739784,10.426104,nan,1.739784,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,4032,24,6
9,-47.5,57.5,96,48,0,0.0,0.0,0,0.0,57.5,6,544752.1538169909,29.746661637645875,12.004540329161898,48,96,6,11,96,0,17,-105.0,70.5,-47.5,192878,28,32,48,13,38,5.0,3186916,13.61302,nan,3.186916,nan,11,0,3180760,22,0,0,11,1452,704,176,748,187,363,11,4704,28,11
10,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,3,562500.0,48.28119795086061,30.360114219861636,55,110,3,6,110,0,9,-105.0,70.5,-47.5,192878,45,32,55,17,50,5.0,1743312,15.356332,nan,1.743312,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,7560,45,6
