step,mode,receiver_idx,new_rewards,replay_size,train_steps,loss
3,t2_b1,5,2,2,0,
5,t2_b1,50,20,20,0,
6,t2_b1,13,26,26,0,
7,t2_b1,25,28,28,0,
7,t2_b1,29,25,25,0,
7,t2_b1,30,32,32,0,
8,t2_b1,54,55,55,0,
9,t2_b1,17,52,52,0,
9,t2_b1,39,32,32,0,
10,t2_b1,9,19,19,0,
10,t2_b1,53,41,41,0,
11,t2_b1,0,7,7,0,
11,t2_b1,1,8,8,0,
11,t2_b1,2,5,5,0,
11,t2_b1,3,4,4,0,
11,t2_b1,4,2,2,0,
11,t2_b1,6,2,2,0,
11,t2_b1,7,2,2,0,
11,t2_b1,8,3,3,0,
11,t2_b1,10,4,4,0,
11,t2_b1,11,4,4,0,
11,t2_b1,12,7,7,0,
11,t2_b1,14,7,7,0,
11,t2_b1,15,8,8,0,
11,t2_b1,16,9,9,0,
11,t2_b1,18,5,5,0,
11,t2_b1,19,3,3,0,
11,t2_b1,20,10,10,0,
11,t2_b1,21,5,5,0,
11,t2_b1,22,6,6,0,
11,t2_b1,23,7,7,0,
11,t2_b1,24,6,6,0,
11,t2_b1,26,4,4,0,
11,t2_b1,27,4,4,0,
11,t2_b1,28,6,6,0,
11,t2_b1,31,10,10,0,
11,t2_b1,32,5,5,0,
11,t2_b1,33,5,5,0,
11,t2_b1,34,3,3,0,
11,t2_b1,35,7,7,0,
11,t2_b1,36,5,5,0,
11,t2_b1,37,6,6,0,
11,t2_b1,38,8,8,0,
11,t2_b1,40,8,8,0,
11,t2_b1,41,9,9,0,
11,t2_b1,42,7,7,0,
11,t2_b1,43,7,7,0,
11,t2_b1,44,8,8,0,
11,t2_b1,45,8,8,0,
11,t2_b1,46,7,7,0,
11,t2_b1,47,8,8,0,
11,t2_b1,48,10,10,0,
11,t2_b1,49,6,6,0,
11,t2_b1,51,10,10,0,
11,t2_b1,52,5,5,0,
11,t2_b1,55,6,6,0,
11,t2_b1,56,6,6,0,
11,t2_b1,57,5,5,0,
11,t2_b1,58,5,5,0,
11,t2_b1,59,2,2,0,
12,t2_b1,0,6,13,0,
12,t2_b1,1,57,65,4,1.5324097871780396
12,t2_b1,2,7,12,0,
12,t2_b1,3,3,7,0,
12,t2_b1,4,3,5,0,
12,t2_b1,6,7,9,0,
12,t2_b1,7,1,3,0,
12,t2_b1,8,3,6,0,
12,t2_b1,10,4,8,0,
12,t2_b1,11,4,8,0,
12,t2_b1,12,7,14,0,
12,t2_b1,14,5,12,0,
12,t2_b1,15,7,15,0,
12,t2_b1,16,8,17,0,
12,t2_b1,18,2,7,0,
12,t2_b1,19,3,6,0,
12,t2_b1,20,9,19,0,
12,t2_b1,21,6,11,0,
12,t2_b1,22,4,10,0,
12,t2_b1,23,5,12,0,
12,t2_b1,24,8,14,0,
12,t2_b1,26,6,10,0,
12,t2_b1,27,5,9,0,
12,t2_b1,28,9,15,0,
12,t2_b1,31,8,18,0,
12,t2_b1,32,4,9,0,
12,t2_b1,33,6,11,0,
12,t2_b1,34,5,8,0,
12,t2_b1,35,7,14,0,
12,t2_b1,36,7,12,0,
12,t2_b1,37,7,13,0,
12,t2_b1,38,7,15,0,
12,t2_b1,40,7,15,0,
12,t2_b1,41,7,16,0,
12,t2_b1,42,7,14,0,
12,t2_b1,43,6,13,0,
12,t2_b1,44,6,14,0,
12,t2_b1,45,4,12,0,
12,t2_b1,46,5,12,0,
12,t2_b1,47,7,15,0,
12,t2_b1,48,8,18,0,
12,t2_b1,49,6,12,0,
12,t2_b1,51,8,18,0,
12,t2_b1,52,10,15,0,
12,t2_b1,55,4,10,0,
12,t2_b1,56,5,11,0,
12,t2_b1,57,5,10,0,
12,t2_b1,58,3,8,0,
12,t2_b1,59,4,6,0,
13,t2_b1,0,6,19,0,
13,t2_b1,2,4,16,0,
13,t2_b1,3,3,10,0,
13,t2_b1,4,1,6,0,
13,t2_b1,5,6,8,0,
13,t2_b1,6,7,16,0,
13,t2_b1,7,2,5,0,
13,t2_b1,8,2,8,0,
