step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,299,686,0,0,0
2,597,690,0,0,0
3,883,690,5,0,0
4,1181,698,0,0,0
5,1459,714,15,0,0
6,1732,716,20,0,0
7,1940,724,75,0,0
8,2205,718,30,0,0
9,2425,708,70,0,0
10,2633,720,80,0,0
11,2687,722,244,0,0
12,2697,694,283,0,0
13,2707,700,281,0,0
14,2720,714,278,0,0
15,2688,722,318,8,8
16,2708,748,273,12,4
17,2673,782,323,20,8
18,2596,798,360,32,12
19,2523,848,355,44,12
20,2592,842,228,44,0
21,2617,830,268,48,4
22,2488,778,403,68,20
23,2575,776,211,192,124
24,2612,778,256,364,172
25,2691,828,221,540,176
26,2718,846,268,724,184
27,2785,856,233,912,188
28,2752,850,323,1108,196
29,2760,854,287,1308,200
30,2773,874,282,1504,196
31,2695,872,363,1700,196
32,2696,880,294,1904,204
33,2568,938,408,2104,200
34,2539,896,313,2292,188
35,2478,884,345,2472,180
36,2562,870,215,2644,172
37,2556,846,294,2820,176
38,2545,870,295,2992,172
39,2539,870,290,3160,168
40,2629,872,205,3324,164
41,2661,860,260,3500,176
42,2605,880,340,3676,176
43,2638,886,260,3852,176
44,2595,906,325,4036,184
45,2661,904,230,4220,184
46,2678,904,270,4404,184
47,2644,886,315,4592,188
48,2604,924,315,4780,188
49,2615,904,275,4968,188
50,2505,954,381,5156,188
51,2584,964,215,5328,172
52,2595,916,275,5516,188
53,2616,976,269,5700,184
54,2496,906,398,5892,192
55,2396,894,378,6068,176
56,2440,898,244,6236,168
57,2457,888,271,6408,172
58,2461,836,282,6580,172
59,2473,800,277,6744,164
60,2393,758,360,6912,168
61,2454,760,229,7068,156
62,2565,762,189,7220,152
63,2576,768,279,7380,160
64,2581,786,285,7544,164
65,2621,792,255,7716,172
66,2563,806,340,7892,176
67,2517,804,330,8064,172
68,2510,770,292,8240,176
69,2516,754,284,8404,164
70,2511,746,295,8580,176
71,2549,748,255,8752,172
72,2547,740,290,8920,168
73,2634,746,210,9088,168
74,2621,732,300,9264,176
75,2613,726,295,9436,172
76,2697,720,213,9608,172
77,2560,728,415,9792,184
78,2639,732,220,9968,176
79,2527,738,390,10152,184
80,2426,702,380,10328,176
81,2476,714,245,10492,164
82,2476,708,290,10660,168
83,2535,724,236,10820,160
84,2585,730,245,10984,164
85,2585,738,290,11152,168
86,2520,740,345,11316,164
87,2520,740,290,11484,168
88,2620,750,200,11644,160
89,2520,746,380,11820,176
90,2560,736,255,11992,172
91,2510,742,335,12168,176
92,2465,738,330,12340,172
93,2520,730,240,12500,160
94,2485,716,320,12660,160
95,2500,718,275,12816,156
96,2595,712,205,12980,164
97,2545,732,335,13152,172
98,2555,738,280,13312,160
99,2510,768,330,13480,168
100,2610,760,200,13640,160
101,2650,760,255,13812,172
102,2680,772,265,13992,180
103,2710,784,265,14172,180
104,2550,764,435,14364,192
105,2630,762,220,14540,176
106,2620,768,300,14716,176
107,2515,760,385,14896,180
108,2462,774,335,15068,172
109,2409,764,335,15240,172
110,2326,738,360,15400,160
111,2394,716,225,15548,148
112,2460,718,225,15696,148
113,2439,734,302,15844,148
114,2487,764,242,16004,160
115,2506,776,270,16156,152
116,2616,782,190,16308,152
117,2616,772,290,16476,168
118,2657,782,253,16648,172
119,2571,748,364,16832,184
120,2552,738,308,17016,184
121,2631,730,219,17192,176
122,2659,724,264,17372,180
123,2459,714,467,17556,184
124,2546,702,210,17724,168
125,2567,814,264,17904,180
126,2601,828,255,18076,172
127,2630,832,260,18252,176
128,2635,852,284,18428,176
129,2609,910,309,18612,184
130,2581,902,310,18796,184
131,2524,886,340,18972,176
132,2557,890,254,19144,172
133,2414,892,420,19328,184
134,2420,842,284,19492,164
135,2427,832,283,19656,164
136,2443,806,273,19816,160
137,2549,810,193,19972,156
138,2600,830,243,20136,164
139,2692,826,207,20304,168
140,2734,832,252,20476,172
141,2717,834,305,20656,180
142,2657,806,344,20836,180
143,2629,808,315,21024,188
144,2602,804,315,21212,188
145,2484,768,395,21400,188
146,2526,790,253,21580,180
147,2470,794,339,21756,176
148,2555,798,210,21924,168
149,2550,790,290,22092,168
150,2535,794,285,22256,164
151,2492,788,325,22420,164
152,2456,754,319,22584,164
153,2539,758,200,22744,160
154,2443,746,369,22916,172
155,2400,742,322,23084,168
156,2412,760,268,23244,160
157,2411,742,283,23408,164
158,2455,744,233,23564,156
159,2452,756,279,23724,160
160,2462,748,271,23884,160
161,2479,788,271,24052,168
162,2527,780,245,24216,164
163,2409,766,392,24380,164
164,2333,748,356,24540,160
165,2335,750,275,24696,156
166,2352,748,245,24860,164
167,2395,742,236,25020,160
168,2441,750,233,25180,160
169,2474,768,234,25344,164
170,2480,814,276,25508,164
171,2465,822,284,25676,168
172,2452,828,279,25840,164
173,2436,838,288,26008,168
174,2473,854,236,26180,172
175,2490,804,257,26360,180
176,2461,796,288,26544,184
177,2514,792,213,26720,176
178,2512,798,261,26904,184
179,2471,804,295,27092,188
180,2395,826,309,27280,188
181,2344,864,312,27472,192
182,2287,856,318,27656,184
183,2312,856,238,27832,176
184,2355,856,213,28012,180
185,2299,882,300,28196,184
186,2247,926,307,28376,180
187,2233,892,279,28540,164
188,2285,882,188,28696,156
189,2328,866,202,28864,168
190,2349,854,226,29036,172
191,2246,848,354,29212,176
192,2297,838,202,29384,172
193,2195,842,312,29560,176
194,2182,838,263,29728,168
195,2162,824,256,29896,168
196,2114,820,265,30064,168
197,2119,806,206,30240,176
198,2083,792,273,30404,164
199,2102,774,215,30560,156
200,2109,796,231,30720,160
201,2106,792,215,30900,180
202,2048,778,287,31076,176
203,2041,776,238,31236,160
204,1994,760,249,31416,180
205,1970,738,227,31596,180
206,1987,736,202,31768,172
207,2009,702,176,31928,160
208,1964,700,259,32104,176
209,1943,690,235,32276,172
210,1910,702,240,32448,172
211,1847,718,278,32620,172
212,1814,704,238,32784,164
213,1794,712,220,32940,156
214,1817,734,190,33096,156
215,1827,750,194,33240,144
216,1821,774,212,33372,132
217,1869,790,183,33512,140
218,1941,812,164,33644,132
219,1962,822,213,33784,140
220,1963,830,203,33924,140
221,1986,826,215,34084,160
222,1974,838,233,34244,160
223,2006,824,177,34396,152
224,1992,850,232,34560,164
225,2053,888,163,34716,156
226,2053,880,233,34884,168
227,2062,874,229,35060,176
228,2020,886,271,35228,168
229,2035,892,208,35400,172
230,2003,874,233,35580,180
231,1996,888,219,35760,180
232,1959,902,223,35932,172
233,1949,898,243,36100,168
234,1978,902,199,36268,168
235,1962,906,223,36420,152
236,1922,872,269,36576,156
237,1871,890,231,36736,160
238,1925,900,172,36892,156
239,1939,898,170,37052,160
240,1911,874,248,37224,172
241,1984,886,163,37388,164
242,1925,866,272,37548,160
243,1966,866,177,37716,168
244,1991,860,190,37888,172
245,1924,882,279,38068,180
246,1904,858,240,38252,184
247,1940,832,195,38412,160
248,1914,838,240,38568,156
249,1970,844,127,38700,132
250,1991,836,177,38864,164
251,1900,844,291,39044,180
252,1874,830,236,39224,180
253,1833,826,222,39388,164
254,1827,812,222,39548,160
255,1741,802,264,39716,168
256,1745,806,180,39876,160
257,1735,804,177,40040,164
258,1717,800,162,40200,160
259,1684,782,224,40364,164
260,1709,778,190,40516,152
261,1653,776,230,40680,164
262,1611,774,177,40852,172
263,1603,792,182,41012,160
264,1540,772,221,41184,172
265,1609,776,149,41360,176
266,1564,770,205,41540,180
267,1572,808,208,41692,152
268,1580,790,146,41808,116
269,1605,804,155,41972,164
270,1574,818,229,42132,160
271,1592,808,152,42284,152
272,1637,802,115,42424,140
273,1648,788,151,42556,132
274,1635,792,183,42712,156
275,1622,794,169,42856,144
276,1643,788,153,43024,168
277,1518,760,301,43212,188
278,1545,764,173,43376,164
279,1495,756,231,43536,160
280,1439,774,212,43708,172
281,1441,776,198,43856,148
282,1485,806,148,44000,144
283,1549,806,118,44136,136
284,1590,806,119,44276,140
285,1632,840,151,44424,148
286,1682,844,159,44564,140
287,1665,810,195,44728,164
288,1634,804,191,44888,160
289,1681,800,152,45040,152
290,1683,820,186,45176,136
291,1697,810,177,45332,156
292,1682,768,179,45496,164
293,1715,764,147,45652,156
294,1712,790,179,45808,156
295,1652,808,240,45984,176
296,1603,776,214,46144,160
297,1592,760,167,46304,160
