step,mode,receiver_idx,new_rewards,replay_size,train_steps,loss
3,t2_b0.25,5,4,4,0,
5,t2_b0.25,50,18,18,0,
6,t2_b0.25,13,26,26,0,
7,t2_b0.25,25,24,24,0,
7,t2_b0.25,29,26,26,0,
7,t2_b0.25,30,30,30,0,
8,t2_b0.25,54,43,43,0,
9,t2_b0.25,17,45,45,0,
9,t2_b0.25,39,34,34,0,
10,t2_b0.25,9,27,27,0,
10,t2_b0.25,53,41,41,0,
11,t2_b0.25,0,7,7,0,
11,t2_b0.25,1,9,9,0,
11,t2_b0.25,2,5,5,0,
11,t2_b0.25,3,2,2,0,
11,t2_b0.25,4,4,4,0,
11,t2_b0.25,6,3,3,0,
11,t2_b0.25,7,3,3,0,
11,t2_b0.25,8,3,3,0,
11,t2_b0.25,10,6,6,0,
11,t2_b0.25,11,5,5,0,
11,t2_b0.25,12,4,4,0,
11,t2_b0.25,14,4,4,0,
11,t2_b0.25,15,11,11,0,
11,t2_b0.25,16,6,6,0,
11,t2_b0.25,18,6,6,0,
11,t2_b0.25,19,2,2,0,
11,t2_b0.25,20,6,6,0,
11,t2_b0.25,21,9,9,0,
11,t2_b0.25,22,5,5,0,
11,t2_b0.25,23,4,4,0,
11,t2_b0.25,24,6,6,0,
11,t2_b0.25,26,5,5,0,
11,t2_b0.25,27,7,7,0,
11,t2_b0.25,28,9,9,0,
11,t2_b0.25,31,11,11,0,
11,t2_b0.25,32,7,7,0,
11,t2_b0.25,33,6,6,0,
11,t2_b0.25,34,7,7,0,
11,t2_b0.25,35,5,5,0,
11,t2_b0.25,36,6,6,0,
11,t2_b0.25,37,8,8,0,
11,t2_b0.25,38,5,5,0,
11,t2_b0.25,40,5,5,0,
11,t2_b0.25,41,7,7,0,
11,t2_b0.25,42,9,9,0,
11,t2_b0.25,43,5,5,0,
11,t2_b0.25,44,6,6,0,
11,t2_b0.25,45,12,12,0,
11,t2_b0.25,46,4,4,0,
11,t2_b0.25,47,4,4,0,
11,t2_b0.25,48,9,9,0,
11,t2_b0.25,49,6,6,0,
11,t2_b0.25,51,6,6,0,
11,t2_b0.25,52,5,5,0,
11,t2_b0.25,55,8,8,0,
11,t2_b0.25,56,5,5,0,
11,t2_b0.25,57,4,4,0,
11,t2_b0.25,58,1,1,0,
11,t2_b0.25,59,6,6,0,
12,t2_b0.25,0,7,14,0,
12,t2_b0.25,1,71,80,4,0.6493411064147949
12,t2_b0.25,2,6,11,0,
12,t2_b0.25,3,4,6,0,
12,t2_b0.25,4,1,5,0,
