step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51023864746094,67.51023864746094,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,289292,0.289292,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,6,562500.0,35.439259543980924,20.513920311296747,6,12,6,6,12,0,12,-105.0,70.5,-47.5,5.0,1735752,2.025044,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
4,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,10,562500.0,35.73812934553297,27.180566957037694,12,24,10,8,24,0,18,-105.0,70.5,-47.5,5.0,2314336,4.33938,nan,2.314336,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,0,0,8
5,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,14,562500.0,32.93098055310018,19.808400705558096,19,38,14,9,38,0,23,-105.0,70.5,-47.5,5.0,2603628,6.943008,nan,2.603628,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,0,0,9
6,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,20,562500.0,39.51410838995921,30.355263837813435,29,58,20,10,58,0,30,-105.0,70.5,-47.5,5.0,2892920,9.835928,nan,2.89292,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,0,0,10
7,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,21,562500.0,31.50682567036831,18.43672100994882,36,72,21,12,72,0,33,-105.0,70.5,-47.5,5.0,3471504,13.307432,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
8,-47.5,57.5,80,40,0,0.0,0.0,0,0.0,57.5,21,548442.1769654022,29.62656822204347,13.463172791740414,40,80,21,14,80,0,35,-105.0,70.5,-47.5,5.0,4050088,17.35752,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
9,-47.5,57.5,96,48,0,0.0,0.0,0,0.0,57.5,24,537763.4735316252,26.717508476951682,10.844867488053724,48,96,24,13,96,0,37,-105.0,70.5,-47.5,5.0,3760796,21.118316,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
10,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,22,484511.6930494845,20.189636198896004,6.9583533636817405,55,110,22,15,110,0,37,-105.0,70.5,-47.5,5.0,4339380,25.457696,nan,4.33938,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,0,0,15
11,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,21,476726.70820643497,18.816607847618812,5.911568009104124,55,110,21,16,110,0,37,-105.0,70.5,-47.5,5.0,4628672,30.086368,nan,4.628672,nan,16,0,4626560,32,0,0,16,2112,1024,256,1088,272,528,16,0,0,16
12,-47.5,57.5,118,59,0,0.0,0.0,0,0.0,57.5,24,562500.0,27.79329361498492,18.567674126412793,59,118,24,13,118,0,37,-105.0,70.5,-47.5,5.0,3760796,33.847164,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
13,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,22,509868.2053085989,22.46189653399592,8.075408361389856,64,128,23,14,128,1,37,-105.0,70.5,-47.5,5.0,4050088,37.897252,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
14,-47.5,57.5,124,62,0,0.0,0.0,0,0.0,57.5,21,478771.43150200555,18.988735574638323,6.188154526379861,62,124,21,16,124,0,37,-105.0,70.5,-47.5,5.0,4628672,42.525924,nan,4.628672,nan,16,0,4626560,32,0,0,16,2112,1024,256,1088,272,528,16,0,0,16
15,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,24,510766.3637028962,22.669216934615047,7.355583909968528,69,138,25,12,138,1,37,-105.0,70.5,-47.5,5.0,3471504,45.997428,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
16,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,20,481691.0355392251,17.905740593813405,5.513563139297116,68,136,21,15,136,1,36,-105.0,70.5,-47.5,5.0,4339380,50.336808,nan,4.33938,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,0,0,15
17,-47.5,57.5,140,70,0,0.0,0.0,0,0.0,57.5,23,497856.50991317845,19.07575209333006,7.506680281379625,70,140,23,14,140,0,37,-105.0,70.5,-47.5,5.0,4050088,54.386896,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
18,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,24,472705.7846165853,19.84295468772962,5.757542995557231,74,148,24,14,148,0,38,-105.0,70.5,-47.5,5.0,4050088,58.436984,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
19,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,24,496062.43786557455,23.18110667322328,7.713632280056486,81,162,25,12,162,1,37,-105.0,70.5,-47.5,5.0,3471504,61.908488,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
20,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,23,487601.8004226059,19.551838396670934,8.653837867628093,89,178,24,12,178,1,36,-105.0,70.5,-47.5,5.0,3471504,65.379992,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
21,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,24,468275.27825104166,22.310309924957892,5.451731360140759,92,184,25,12,184,1,37,-105.0,70.5,-47.5,5.0,3471504,68.851496,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
22,-47.5,57.5,176,88,0,0.0,0.0,0,0.0,57.5,22,478746.66432017455,18.308150593706355,7.545593756432664,88,176,24,14,176,2,38,-105.0,70.5,-47.5,5.0,4050088,72.901584,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
23,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,26,512647.93517848337,18.870685692143848,7.217437807452367,90,180,26,14,180,0,40,-105.0,70.5,-47.5,5.0,4050088,76.951672,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
24,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,23,490634.30109516636,18.17872626506484,9.239565748136275,83,166,23,15,166,0,38,-105.0,70.5,-47.5,5.0,4339380,81.291052,nan,4.33938,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,0,0,15
25,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,23,502475.63631357043,22.39059665002476,9.254238916952646,80,160,25,13,160,2,38,-105.0,70.5,-47.5,5.0,3760796,85.051848,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
26,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,21,483836.2854049192,18.511981163784352,7.123403658190504,76,152,21,14,152,0,35,-105.0,70.5,-47.5,5.0,4050088,89.101936,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
27,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,24,525886.6007569168,21.10552166064939,9.069370221195435,78,156,25,11,156,1,36,-105.0,70.5,-47.5,5.0,3182212,92.284148,nan,3.182212,nan,11,0,3180760,22,0,0,11,1452,704,176,748,187,363,11,0,0,11
28,-47.5,57.5,166,83,0,0.0,0.0,0,0.0,57.5,23,486255.48580659257,22.66012845970285,8.453227491223789,83,166,24,12,166,1,36,-105.0,70.5,-47.5,5.0,3471504,95.755652,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
29,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,22,462981.34023254074,16.698337919633925,5.561594548958764,95,190,24,13,190,2,37,-105.0,70.5,-47.5,5.0,3760796,99.516448,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
30,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,24,484234.2790737943,21.523080416259464,8.624357476868006,97,194,25,13,194,1,38,-105.0,70.5,-47.5,5.0,3760796,103.277244,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
31,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,21,496197.8532895673,18.91352098093814,9.01382915194967,101,202,25,13,202,4,38,-105.0,70.5,-47.5,5.0,3760796,107.03804,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
32,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,23,452436.7340867117,16.1266323219259,6.828778998033469,98,196,23,15,196,0,38,-105.0,70.5,-47.5,5.0,4339380,111.37742,nan,4.33938,nan,15,0,4337400,30,0,0,15,1980,960,240,1020,255,495,15,0,0,15
33,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,25,517682.3063813663,21.011858161227448,8.801308162357758,94,188,25,12,188,0,37,-105.0,70.5,-47.5,5.0,3471504,114.848924,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
34,-47.5,57.5,192,96,0,0.0,0.0,0,0.0,57.5,24,524135.68488591356,21.369387772844124,11.33796540000154,96,192,25,12,192,1,37,-105.0,70.5,-47.5,5.0,3471504,118.320428,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
35,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,25,440565.4049699212,18.58601148138108,5.026266011988296,97,194,25,13,194,0,38,-105.0,70.5,-47.5,5.0,3760796,122.081224,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
36,-47.5,57.5,192,96,0,0.0,0.0,0,0.0,57.5,26,453563.0956774001,17.728198834120846,6.630628041761717,96,192,26,13,192,0,39,-105.0,70.5,-47.5,5.0,3760796,125.84202,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
37,-47.5,57.5,200,100,0,0.0,0.0,0,0.0,57.5,23,464463.0333289676,17.57852020439689,5.089493181060374,100,200,25,13,200,2,38,-105.0,70.5,-47.5,5.0,3760796,129.602816,nan,3.760796,nan,13,0,3759080,26,0,0,13,1716,832,208,884,221,429,13,0,0,13
38,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,23,486402.7552354407,16.45201725401321,5.510634613257428,101,202,24,14,202,1,38,-105.0,70.5,-47.5,5.0,4050088,133.652904,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
39,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,21,539379.468845821,26.522761786860354,11.796760010834397,99,198,24,12,198,3,36,-105.0,70.5,-47.5,5.0,3471504,137.124408,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
40,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,22,477069.09759063873,18.74251974213137,6.232602012861155,97,194,22,14,194,0,36,-105.0,70.5,-47.5,5.0,4050088,141.174496,nan,4.050088,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,0,0,14
41,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,22,534177.5819022007,23.44147108328488,11.880244758313985,89,178,24,12,178,2,36,-105.0,70.5,-47.5,5.0,3471504,144.646,nan,3.471504,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,0,0,12
