step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51023864746094,67.51023864746094,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,496084,0.496084,nan,0.496084,nan,1,144,289160,2,206648,2,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,6,562500.0,35.439259543980924,20.513920311296747,6,12,6,6,12,0,12,-105.0,70.5,-47.5,5.0,2976504,3.472588,nan,2.976504,nan,6,864,1734960,12,1239888,12,6,792,384,96,408,102,198,6,0,0,6
4,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,10,562500.0,35.73812934553297,27.180566957037694,12,24,10,8,24,0,18,-105.0,70.5,-47.5,5.0,4795840,8.268428,nan,4.79584,nan,8,1728,2313280,16,2479776,24,8,1056,512,128,544,136,264,8,0,0,8
5,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,13,562500.0,34.55184919358759,20.332513799996374,19,38,13,10,38,0,23,-105.0,70.5,-47.5,5.0,6821968,15.090396,nan,6.821968,nan,10,2736,2891600,20,3926312,38,10,1320,640,160,680,170,330,10,0,0,10
6,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,19,562500.0,37.52270065591194,19.932537435415835,29,58,19,11,58,0,30,-105.0,70.5,-47.5,5.0,9179180,24.269576,nan,9.17918,nan,11,4176,3180760,22,5992792,58,11,1452,704,176,748,187,363,11,0,0,11
7,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,20,519898.7496545379,24.518458324743317,9.95759992743174,36,72,20,13,72,0,33,-105.0,70.5,-47.5,5.0,11205308,35.474884,nan,11.205308,nan,13,5184,3759080,26,7439328,72,13,1716,832,208,884,221,429,13,0,0,13
8,-47.5,57.5,80,40,0,0.0,0.0,0,0.0,57.5,24,562500.0,32.21978287901424,19.535350944759813,40,80,24,11,80,0,35,-105.0,70.5,-47.5,5.0,11453892,46.928776,nan,11.453892,nan,11,5760,3180760,22,8265920,80,11,1452,704,176,748,187,363,11,0,0,11
9,-47.5,57.5,96,48,0,0.0,0.0,0,0.0,57.5,23,516186.262715659,27.2177175639191,8.478941707610268,48,96,23,14,96,0,37,-105.0,70.5,-47.5,5.0,13976104,60.90488,nan,13.976104,nan,14,6912,4048240,28,9919104,96,14,1848,896,224,952,238,462,14,0,0,14
10,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,22,483530.8385219771,21.94847626691645,6.9583533636817405,55,110,22,15,110,0,37,-105.0,70.5,-47.5,5.0,15712940,76.61782,nan,15.71294,nan,15,7920,4337400,30,11365640,110,15,1980,960,240,1020,255,495,15,0,0,15
11,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,24,501131.6412835329,23.95198733063612,7.865500597364999,55,110,24,13,110,0,37,-105.0,70.5,-47.5,5.0,15134356,91.752176,nan,15.134356,nan,13,7920,3759080,26,11365640,110,13,1716,832,208,884,221,429,13,0,0,13
12,-47.5,57.5,118,59,0,0.0,0.0,0,0.0,57.5,25,551632.5203921926,27.30282336507349,12.984684184348259,59,118,26,11,118,1,37,-105.0,70.5,-47.5,5.0,15382940,107.135116,nan,15.38294,nan,11,8496,3180760,22,12192232,118,11,1452,704,176,748,187,363,11,0,0,11
13,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,25,513211.99014089745,21.808356640081087,10.023785962993202,64,128,25,12,128,0,37,-105.0,70.5,-47.5,5.0,16706192,123.841308,nan,16.706192,nan,12,9216,3469920,24,13225472,128,12,1584,768,192,816,204,396,12,0,0,12
