step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,1,2,0,0,2,0,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,3,562500.0,36.01671108022422,20.630793744560492,6,12,3,5,12,0,8,-105.0,70.5,-47.5,5.0,1446460,1.44646,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
4,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,0,562500.0,32.941149113572045,26.77949175234934,12,24,0,6,24,0,6,-105.0,70.5,-47.5,5.0,1735752,3.182212,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
5,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,1,562500.0,45.36927922784619,19.96897798493553,19,38,1,4,38,0,5,-105.0,70.5,-47.5,5.0,1157168,4.33938,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
6,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.08857921499415,27.518082557513335,29,58,4,7,58,0,11,-105.0,70.5,-47.5,5.0,2025044,6.364424,nan,2.025044,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,0,0,7
7,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,1,562500.0,43.03786118000289,27.9769478618144,36,72,1,6,72,0,7,-105.0,70.5,-47.5,5.0,1735752,8.100176,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
8,-47.5,57.5,80,40,0,0.0,0.0,0,0.0,57.5,0,562500.0,33.73596088930873,23.369156339974786,40,80,0,6,80,0,6,-105.0,70.5,-47.5,5.0,1735752,9.835928,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
9,-47.5,57.5,96,48,0,0.0,0.0,0,0.0,57.5,1,562500.0,57.46817206551342,43.82687140466188,48,96,1,3,96,0,4,-105.0,70.5,-47.5,5.0,867876,10.703804,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
10,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,1,562500.0,45.544673445263584,29.52169026053778,55,110,1,3,110,0,4,-105.0,70.5,-47.5,5.0,867876,11.57168,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
11,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.08258584980996,34.07769709306593,55,110,0,3,110,0,3,-105.0,70.5,-47.5,5.0,867876,12.439556,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
12,-47.5,57.5,118,59,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.17458724975586,62.17458724975586,59,118,1,1,118,0,2,-105.0,70.5,-47.5,5.0,289292,12.728848,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
13,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,0,562500.0,54.36998461584634,40.83905039772099,64,128,0,3,128,0,3,-105.0,70.5,-47.5,5.0,867876,13.596724,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
14,-47.5,57.5,124,62,0,0.0,0.0,0,0.0,57.5,1,562500.0,60.6646842956543,60.6646842956543,62,124,1,1,124,0,2,-105.0,70.5,-47.5,5.0,289292,13.886016,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
