step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51024436950684,67.5102424621582,1,2,1,1,2,0,2,-105.0,70.5,-47.5,192878,0,32,1,0,0,5.0,289292,0.289292,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,4,562500.0,45.90173396098597,33.99785735310643,4,8,4,4,8,0,8,-105.0,70.5,-47.5,192878,1,32,4,1,1,5.0,1157336,1.446628,nan,1.157336,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,168,1,4
4,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,6,562500.0,46.5750636282024,33.349464619859326,6,12,6,5,12,0,11,-105.0,70.5,-47.5,192878,4,32,6,4,5,5.0,1447132,2.89376,nan,1.447132,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,672,4,5
5,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,8,562500.0,41.57857255822407,31.779844721240448,9,18,8,6,18,0,14,-105.0,70.5,-47.5,192878,5,32,9,5,8,5.0,1736592,4.630352,nan,1.736592,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,840,5,6
6,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,9,562500.0,31.717938291323843,18.015046546755798,11,22,9,6,22,0,15,-105.0,70.5,-47.5,192878,6,32,11,6,11,5.0,1736760,6.367112,nan,1.73676,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1008,6,6
7,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,9,562500.0,31.986121907900316,18.603142596799046,11,22,9,6,22,0,15,-105.0,70.5,-47.5,192878,7,32,11,6,9,5.0,1736928,8.10404,nan,1.736928,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1176,7,6
8,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,8,562500.0,35.97060052391848,18.564624761657406,12,24,8,6,24,0,14,-105.0,70.5,-47.5,192878,5,32,12,5,11,5.0,1736592,9.840632,nan,1.736592,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,840,5,6
9,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,8,562500.0,43.77916223019161,19.375339525204247,14,28,8,6,28,0,14,-105.0,70.5,-47.5,192878,6,32,14,5,12,5.0,1736760,11.577392,nan,1.73676,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1008,6,6
10,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,9,562500.0,37.81451177687205,19.722275236817275,17,34,9,6,34,0,15,-105.0,70.5,-47.5,192878,20,32,17,6,15,5.0,1739112,13.316504,nan,1.739112,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,3360,20,6
