step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.51023864746094,67.51023864746094,1,2,0,1,2,0,1,-105.0,70.5,-47.5,192878,0,32,1,0,0,5.0,289292,0.289292,nan,0.289292,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,562500.0,34.89976304495184,20.286785965660034,6,12,0,6,12,0,6,-105.0,70.5,-47.5,192878,0,32,6,0,0,5.0,1735752,2.025044,nan,1.735752,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,0,0,6
4,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,5,562500.0,36.098399106878645,23.477264088253413,12,24,5,8,24,0,13,-105.0,70.5,-47.5,192878,5,32,12,5,8,5.0,2315176,4.34022,nan,2.315176,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,840,5,8
5,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,9,562500.0,28.616527452771532,19.178154492488353,19,38,9,9,38,0,18,-105.0,70.5,-47.5,192878,8,32,19,8,16,5.0,2604972,6.945192,nan,2.604972,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,1344,8,9
6,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,7,562500.0,40.19383015644413,18.015135053533843,29,58,7,10,58,0,17,-105.0,70.5,-47.5,192878,17,32,29,9,24,5.0,2895776,9.840968,nan,2.895776,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,2856,17,10
7,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,14,562500.0,35.34254063522113,20.723682648313122,36,72,14,12,72,0,26,-105.0,70.5,-47.5,192878,37,32,36,14,33,5.0,3477720,13.318688,nan,3.47772,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,6216,37,12
8,-47.5,57.5,80,40,0,0.0,0.0,0,0.0,57.5,12,547996.2759853224,29.90131882460688,11.118651474800226,40,80,12,11,80,0,23,-105.0,70.5,-47.5,192878,36,32,40,14,37,5.0,3188260,16.506948,nan,3.18826,nan,11,0,3180760,22,0,0,11,1452,704,176,748,187,363,11,6048,36,11
9,-47.5,57.5,96,48,0,0.0,0.0,0,0.0,57.5,11,547369.0606502634,29.593491595244576,13.108666678649683,48,96,11,11,96,0,22,-105.0,70.5,-47.5,192878,35,32,48,15,44,5.0,3188092,19.69504,nan,3.188092,nan,11,0,3180760,22,0,0,11,1452,704,176,748,187,363,11,5880,35,11
10,-47.5,57.5,110,55,0,0.0,0.0,0,0.0,57.5,11,538992.8211102394,27.56017770822292,10.679182296670307,55,110,11,12,110,0,23,-105.0,70.5,-47.5,192878,52,32,55,14,47,5.0,3480240,23.17528,nan,3.48024,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,8736,52,12
